,year,continent,country,income,life_exp,population
25130,1915,africa,Angola,1076,26.98,3118749
25131,1915,americas,Barbados,1766,32.12,165835
25132,1915,asia,Yemen,1214,23.39,3332869
25133,1915,africa,Gabon,421,30.6,350046
25134,1915,europe,Bosnia and Herzegovina,1178,35.1,1958350
25135,1915,africa,Mayotte,,32.5,12845
25136,1915,africa,Botswana,633,33.6,135526
25137,1915,africa,Zimbabwe,998,33.7,2139508
25138,1915,europe,Spain,3152,43.05,20535000
25139,1915,europe,Latvia,1888,40.3,1413215
25140,1915,asia,Jordan,1747,31.7,352821
25141,1915,africa,Libya,3373,33.1,864160
25142,1915,africa,Mali,624,26.41,3361511
25143,1915,americas,Guatemala,1861,25.82,1607488
25144,1915,europe,Greece,3680,43.32,5502000
25145,1915,africa,Central African Republic,690,30,754467
25146,1915,americas,St. Lucia,1198,28.01,50179
25147,1915,europe,Andorra,3852,,4932
25148,1915,europe,USSR,,,155737491
25149,1915,europe,Albania,1424,35.4,907586
25150,1915,asia,Cook Is,,,8780
25151,1915,africa,Burkina Faso,535,29.2,3322089
25152,1915,europe,Hungary,3492,40.91,7871272
25153,1915,asia,Cambodia,1043,35,3128217
25154,1915,africa,Eritrea,683,30.2,718877
25155,1915,africa,Namibia,2236,32.4,229000
25156,1915,africa,Benin,951,31,1604306
25157,1915,asia,Nepal,900,32.8,5755466
25158,1915,africa,Somalia,783,29.4,1816955
25159,1915,asia,Bangladesh,1149,23.03,32104713
25160,1915,americas,Colombia,1540,32,5468000
25161,1915,asia,Papua New Guinea,760,31.5,1371052
25162,1915,europe,Denmark,7020,58.46,3055000
25163,1915,europe,Estonia,2358,44.5,798660
25164,1915,africa,Gambia,888,28.8,209220
25165,1915,africa,Sierra Leone,1157,25.1,1499699
25166,1915,europe,Åland,,,20895
25167,1915,europe,Austria,5329,47.37,6843000
25168,1915,asia,New Caledonia,,26,52410
25169,1915,americas,Mexico,2362,29.57,14950000
25170,1915,europe,Luxembourg,4725,51.47,235712
25171,1915,americas,Dominica,1282,,35170
25172,1915,europe,Portugal,2275,35.6,5988000
25173,1915,africa,Comoros,782,32.1,118777
25174,1915,asia,Palau,1287,,6242
25175,1915,africa,Algeria,2169,28.66,5636978
25176,1915,europe,Bulgaria,2334,44.02,4818001
25177,1915,africa,"Congo, Dem. Rep.",803,31.6,9669561
25178,1915,asia,Qatar,2406,30.8,18223
25179,1915,africa,Rwanda,499,31.8,1669349
25180,1915,americas,Anguilla,,,3989
25181,1915,europe,Turkey,1981,7,14768355
25182,1915,americas,Aruba,1640,34.42,31698
25183,1915,americas,El Salvador,2169,28.7,1052000
25184,1915,africa,"Congo, Rep.",827,32.7,626560
25185,1915,asia,United Arab Emirates,2187,30.7,51859
25186,1915,asia,United Korea (former),,,16058660
25187,1915,americas,Cuba,3547,36.29,2585000
25188,1915,asia,Myanmar,1344,30.8,12541000
25189,1915,africa,Cote d'Ivoire,1309,31.16,2074079
25190,1915,africa,South Africa,4871,33.5,6424644
25191,1915,africa,Madagascar,936,30.5,3216598
25192,1915,europe,Cyprus,2616,47.46,288240
25193,1915,asia,Bhutan,761,28.8,142242
25194,1915,europe,Channel Islands,,,81429
25195,1915,europe,Slovak Republic,3500,42.4,3025362
25196,1915,americas,Dominican Republic,1142,29.9,785000
25197,1915,africa,Cape Verde,795,33.8,130234
25198,1915,africa,Morocco,893,33.1,5268246
25199,1915,africa,Egypt,1397,33,12525256
25200,1915,americas,Bolivia,2104,33,1951000
25201,1915,europe,Romania,3156,35.7,12473284
25202,1915,africa,Sao Tome and Principe,1052,31,46202
25203,1915,asia,Fiji,1134,26.1,146567
25204,1915,europe,Finland,3154,49.54,3083000
25205,1915,europe,France,3968,35.63,40481000
25206,1915,asia,Japan,2148,40.9,53124000
25207,1915,europe,Georgia,1141,36.67,2559624
25208,1915,europe,Germany,4559,40.53,66230000
25209,1915,europe,Poland,3041,44.97,25896036
25210,1915,europe,Russia,3596,31.5,74448301
25211,1915,asia,Samoa,1973,25.4,37187
25212,1915,americas,Virgin Islands (U.S.),,33.4,26329
25213,1915,asia,Saudi Arabia,1021,32.1,2698360
25214,1915,africa,Senegal,814,25.2,1910471
25215,1915,asia,Tajikistan,1274,29.04,1112129
25216,1915,europe,Serbia,3318,16,4949307
25217,1915,asia,Wallis et Futuna,,,5906
25218,1915,africa,Seychelles,1332,48.81,23780
25219,1915,europe,Holy See,,,905
25220,1915,asia,Singapore,2678,34,341000
25221,1915,europe,Slovenia,3442,36.6,1082861
25222,1915,asia,Solomon Islands,522,25.1,87460
25223,1915,asia,South Korea,711,25.98,10911000
25224,1915,africa,South Sudan,829,26.67,1609280
25225,1915,americas,St. Kitts and Nevis,2238,,35328
25226,1915,americas,St. Vincent and the Grenadines,1603,25.99,42789
25227,1915,americas,Suriname,3163,32.9,165155
25228,1915,africa,Swaziland,792,32.3,110583
25229,1915,africa,Zambia,930,32.6,883326
25230,1915,americas,St.-Pierre-et-Miquelon,,,3548
25231,1915,europe,Switzerland,10675,55.95,3883000
25232,1915,asia,Syria,1617,31.1,2052789
25233,1915,asia,Taiwan,1346,28.5,3562000
25234,1915,americas,British Virgin Islands,,,5394
25235,1915,africa,Tanzania,727,32.2,4223857
25236,1915,asia,Thailand,1366,30.4,8957000
25237,1915,africa,Togo,1073,31.3,1026457
25238,1915,asia,Tonga,934,28.2,23780
25239,1915,americas,Turks and Caicos Islands,950,,5560
25240,1915,americas,Trinidad and Tobago,2134,38.8,362000
25241,1915,americas,Guadeloupe,,27.66,162342
25242,1915,africa,Tunisia,1160,28.8,1935327
25243,1915,asia,North Yemen (former),,,3373220
25244,1915,asia,Turkmenistan,2371,27.26,878259
25245,1915,asia,Tuvalu,1007,,4249
25246,1915,africa,Uganda,731,25.3,2873947
25247,1915,europe,Ukraine,1919,35,26988569
25248,1915,americas,United States,8081,55.1,100941000
25249,1915,europe,Yugoslavia,,,13245508
25250,1915,americas,Uruguay,6271,32.9,1246000
25251,1915,asia,Vanuatu,824,24.3,41240
25252,1915,americas,Venezuela,1471,32.2,2918000
25253,1915,asia,Vietnam,1182,32,19739785
25254,1915,asia,Tokelau,,,549
25255,1915,asia,Guam,,27.5,12961
25256,1915,africa,Reunion,,33,190365
25257,1915,africa,Western Sahara,,34.75,8956
25258,1915,europe,Akrotiri and Dhekelia,,,8334
25259,1915,asia,Christmas Island,,,614
25260,1915,asia,Cocos Island,,,202
25261,1915,europe,Czechoslovakia,,,13168448
25262,1915,africa,Eritrea and Ethiopia,,,12857295
25263,1915,americas,Falkland Is (Malvinas),,,759
25264,1915,europe,Gibraltar,,,16838
25265,1915,europe,Isle of Man,,,43909
25266,1915,europe,Kosovo,,,882500
25267,1915,europe,Liechtenstein,,,10904
25268,1915,americas,Montserrat,,,12000
25269,1915,asia,Norfolk Island,,,1526
25270,1915,asia,Northern Mariana Islands,,,5744
25271,1915,asia,Pitcairn,,,83
25272,1915,europe,Serbia and Montenegro,,,5228563
25273,1915,europe,Serbia excluding Kosovo,,,4171594
25274,1915,asia,South Yemen (former),,,1044407
25275,1915,americas,St. Barthélemy,,,2424
25276,1915,africa,St. Helena,,,3579
25277,1915,europe,Svalbard,,,659
25278,1915,europe,West Germany,,,38203935
25279,1914,americas,Peru,2625,35.7,4350000
25280,1914,americas,Paraguay,2714,35.5,608000
25281,1914,asia,"Hong Kong, China",2141,34.9,507000
25282,1914,americas,Panama,2450,32.9,365000
25283,1914,africa,Botswana,629,33.6,132814
25284,1914,asia,Palau,1218,,6211
25285,1914,africa,Zambia,900,32.6,867579
25286,1914,europe,Albania,1406,35.4,902780
25287,1914,asia,Palestine,1288,32.1,352458
25288,1914,asia,Oman,1621,32.3,444331
25289,1914,asia,North Korea,622,25.48,4988814
25290,1914,europe,Norway,4919,57.82,2472000
25291,1914,europe,West Germany,,,38023039
25292,1914,americas,St. Lucia,1194,28.01,49881
25293,1914,africa,Nigeria,1371,30.4,18082008
25294,1914,asia,New Zealand,8688,53.69,1143000
25295,1914,europe,Estonia,2291,47.5,791368
25296,1914,asia,Nepal,902,32.8,5696935
25297,1914,asia,Nauru,908,,2588
25298,1914,africa,Namibia,2203,32.4,229000
25299,1914,europe,Guernsey,,,35890
25300,1914,africa,Mozambique,417,30.28,4720536
25301,1914,africa,Morocco,873,33.1,5189027
25302,1914,asia,Mongolia,696,31.8,726439
25303,1914,asia,Papua New Guinea,756,31.5,1362466
25304,1914,europe,Monaco,5993,,15403
25305,1914,asia,Solomon Islands,514,25.1,87067
25306,1914,europe,Cyprus,2593,47.22,284612
25307,1914,americas,Mexico,2395,29.14,14960000
25308,1914,europe,France,4506,37.85,41476000
25309,1914,europe,"Macedonia, FYR",1692,36.1,895905
25310,1914,asia,Kiribati,626,24.9,23503
25311,1914,africa,Mauritania,833,32,565790
25312,1914,europe,Ukraine,1864,40.55,26740254
25313,1914,asia,Kyrgyz Republic,1173,29.14,1252158
25314,1914,asia,Marshall Islands,591,,10410
25315,1914,europe,Malta,1855,48.55,246929
25316,1914,africa,Mali,624,26.41,3330744
25317,1914,americas,St. Vincent and the Grenadines,1588,25.99,42590
25318,1914,europe,Azerbaijan,1700,34.37,2082265
25319,1914,asia,Maldives,837,32.65,71394
25320,1914,africa,Madagascar,918,30.5,3194741
25321,1914,asia,"Macao, China",1401,34.7,79104
25322,1914,asia,Australia,8353,57.34,4933000
25323,1914,africa,Libya,3332,33.1,859860
25324,1914,asia,Lebanon,2334,29.7,663166
25325,1914,europe,Latvia,1834,49.5,1400295
25326,1914,africa,Liberia,1028,31.1,678094
25327,1914,asia,Lao,1085,31.9,1394268
25328,1914,europe,Lithuania,3102,45.7,1845043
25329,1914,asia,Uzbekistan,888,32.13,4540269
25330,1914,africa,Comoros,781,32.1,117848
25331,1914,africa,Kenya,1314,25.5,2574000
25332,1914,asia,Kazakhstan,2784,31.4,4822534
25333,1914,asia,Jordan,1720,31.7,350402
25334,1914,africa,Chad,668,30.9,1432000
25335,1914,americas,Jamaica,1076,38.2,840000
25336,1914,americas,Anguilla,,,3961
25337,1914,europe,Italy,5135,49.89,37526000
25338,1914,asia,Israel,1077,32,445931
25339,1914,europe,Ireland,4559,54.56,3083789
25340,1914,europe,Channel Islands,,,80901
25341,1914,asia,Iraq,1702,31.2,2668910
25342,1914,asia,Iran,1497,25.6,11131516
25343,1914,asia,Indonesia,1396,30,47829111
25344,1914,asia,Japan,2001,40.71,52396000
25345,1914,europe,Iceland,3232,51.92,113164
25346,1914,europe,Hungary,3571,40.68,7855621
25347,1914,americas,Haiti,1653,29,1923000
25348,1914,africa,Togo,1073,31.3,1017490
25349,1914,africa,Sierra Leone,1155,25.1,1489699
25350,1914,americas,Uruguay,6785,32.9,1223000
25351,1914,europe,Czech Republic,4753,46.56,7780791
25352,1914,americas,Turks and Caicos Islands,931,,5570
25353,1914,africa,Guinea,547,30.68,2252702
25354,1914,asia,Pitcairn,,,82
25355,1914,europe,San Marino,2920,,10115
25356,1914,americas,Guatemala,1846,25.82,1590533
25357,1914,europe,Moldova,1348,33.15,1684025
25358,1914,americas,Grenada,1432,37.3,66698
25359,1914,americas,Colombia,1516,32,5330000
25360,1914,europe,Finland,3353,49.73,3053000
25361,1914,africa,Egypt,1363,33,12333155
25362,1914,americas,Guyana,2312,32.17,317266
25363,1914,asia,Brunei,2086,31.31,23131
25364,1914,europe,Bulgaria,2448,43.95,4768749
25365,1914,asia,Christmas Island,,,618
25366,1914,americas,Guadeloupe,,27.66,161153
25367,1914,asia,Myanmar,1258,30.8,12433000
25368,1914,africa,Tanzania,725,32.2,4208963
25369,1914,americas,Cuba,3453,36.08,2507000
25370,1914,africa,Burundi,465,31.5,1859565
25371,1914,asia,Malaysia,1559,30.6,3144000
25372,1914,africa,Cote d'Ivoire,1293,31.16,2060051
25373,1914,americas,Nicaragua,2647,25.4,684111
25374,1914,americas,Bolivia,2085,33,1915000
25375,1914,asia,Cook Is,,,8760
25376,1914,americas,Canada,6717,53.86,8093000
25377,1914,africa,Mauritius,1495,30.54,371086
25378,1914,asia,Fiji,1106,26.1,144897
25379,1914,asia,Bhutan,759,28.8,141558
25380,1914,africa,Cape Verde,792,33.8,129075
25381,1914,europe,Romania,3183,35.7,12500113
25382,1914,africa,Benin,944,31,1588771
25383,1914,asia,American Samoa,,,7492
25384,1914,americas,Belize,1102,28.75,41439
25385,1914,europe,Germany,4793,46.18,66096000
25386,1914,africa,Gambia,886,28.8,207671
25387,1914,europe,Greenland,1096,33.56,18048
25388,1914,africa,Ethiopia,542,29.7,11096893
25389,1914,europe,Belarus,1379,42.92,5569908
25390,1914,africa,Central African Republic,678,30,750875
25391,1914,asia,Philippines,1595,30.9,8327127
25392,1914,africa,Burkina Faso,535,29.2,3298029
25393,1914,africa,Cameroon,993,28.75,2458537
25394,1914,asia,India,1383,23.72,253340282
25395,1914,asia,"Micronesia, Fed. Sts.",567,26.7,26600
25396,1914,europe,Russia,3494,33,73767084
25397,1914,asia,Bangladesh,1179,22.86,31944959
25398,1914,africa,South Africa,4906,33.5,6287355
25399,1914,africa,Algeria,2132,29.16,5566549
25400,1914,europe,Andorra,3788,,4900
25401,1914,europe,Austria,5786,46.8,6806000
25402,1914,europe,Belgium,5700,42,7723000
25403,1914,asia,Qatar,2528,30.8,18059
25404,1914,asia,Afghanistan,833,27.04,5784848
25405,1914,africa,Angola,1045,26.98,3096236
25406,1914,asia,Bahrain,2723,30.3,82649
25407,1914,europe,Montenegro,2593,35.4,290092
25408,1914,africa,Gabon,420,30.6,347132
25409,1914,africa,Lesotho,419,32.8,560009
25410,1914,americas,Barbados,1740,32.12,167355
25411,1914,africa,Mayotte,,32.5,12784
25412,1914,europe,Armenia,972,39.2,974537
25413,1914,africa,Western Sahara,,34.75,8846
25414,1914,asia,Sri Lanka,1982,29.2,4838000
25415,1914,americas,Aruba,1601,34.42,31533
25416,1914,europe,Sweden,4943,58.26,5667753
25417,1914,americas,Dominica,1263,,34874
25418,1914,europe,Serbia excluding Kosovo,,,4135189
25419,1914,americas,El Salvador,2151,28.7,1030000
25420,1914,americas,St.-Pierre-et-Miquelon,,,3523
25421,1914,africa,"Congo, Dem. Rep.",788,31.6,9605921
25422,1914,europe,Bosnia and Herzegovina,1187,35.1,1941263
25423,1914,europe,Netherlands,7015,57.2,6277000
25424,1914,americas,Bahamas,2809,35.18,55083
25425,1914,africa,Ghana,1183,28,2092805
25426,1914,americas,Chile,3729,32.02,3469662
25427,1914,asia,China,946,32,441957999
25428,1914,americas,Argentina,7004,45.66,7885000
25429,1914,americas,Trinidad and Tobago,2088,38.8,357000
25430,1914,americas,Bermuda,2405,,19295
25431,1914,africa,Guinea-Bissau,841,32,407791
25432,1914,americas,Montserrat,,,12000
25433,1914,asia,Kuwait,2586,26,104316
25434,1914,europe,Isle of Man,,,43622
25435,1914,americas,Antigua and Barbuda,1455,33.54,31386
25436,1914,africa,"Congo, Rep.",809,32.7,622029
25437,1914,africa,Malawi,356,30.3,1034455
25438,1914,europe,Denmark,7649,58.53,3018000
25439,1914,africa,Niger,706,30.8,2038157
25440,1914,americas,Costa Rica,2222,35.1,390000
25441,1914,europe,Croatia,3301,36.1,2805738
25442,1914,asia,New Caledonia,,26,52092
25443,1914,europe,Luxembourg,4546,50.07,234183
25444,1914,americas,Ecuador,1066,32.9,1703000
25445,1914,europe,Greece,3604,43.06,5463000
25446,1914,asia,Tokelau,,,533
25447,1914,americas,Cayman Islands,2037,,5508
25448,1914,americas,French Guiana,,30.5,19610
25449,1914,americas,Dominican Republic,1125,29.9,767000
25450,1914,asia,Cambodia,1041,35,3098972
25451,1914,americas,Honduras,2246,33.9,668000
25452,1914,asia,Vietnam,1189,32,19538365
25453,1914,africa,Djibouti,1107,29.9,47026
25454,1914,africa,Equatorial Guinea,426,29.8,109793
25455,1914,africa,Eritrea,679,30.2,709446
25456,1914,americas,Brazil,1531,31.98,24161000
25457,1914,europe,Georgia,1111,37.07,2536286
25458,1914,asia,Samoa,1949,25.4,37389
25459,1914,europe,Holy See,,,905
25460,1914,asia,Pakistan,1373,23.68,20172683
25461,1914,europe,Poland,2996,44.66,26299869
25462,1914,europe,Portugal,2330,35.6,5980000
25463,1914,americas,Puerto Rico,2334,38.29,1199000
25464,1914,asia,Vanuatu,815,24.3,41069
25465,1914,europe,East Germany,,,15105574
25466,1914,africa,Sudan,831,31.4,6228670
25467,1914,americas,Falkland Is (Malvinas),,,736
25468,1914,africa,Rwanda,498,31.8,1659070
25469,1914,africa,Sao Tome and Principe,1050,31,45858
25470,1914,asia,Saudi Arabia,1017,32.1,2687157
25471,1914,africa,Senegal,798,25.2,1897693
25472,1914,europe,Serbia,3329,25,4905992
25473,1914,africa,Seychelles,1285,48.55,23583
25474,1914,asia,Singapore,2617,34,331000
25475,1914,europe,United Kingdom,8930,51.99,42965211
25476,1914,europe,Slovak Republic,3540,42.1,3014365
25477,1914,europe,Slovenia,3454,36.6,1073381
25478,1914,africa,Somalia,778,29.4,1805569
25479,1914,asia,Taiwan,1294,31.9,3528000
25480,1914,asia,South Korea,610,25.48,10764000
25481,1914,africa,South Sudan,813,26.67,1602142
25482,1914,europe,Spain,3115,42.84,20398000
25483,1914,americas,St. Kitts and Nevis,2211,,35062
25484,1914,americas,Suriname,3116,32.9,163915
25485,1914,africa,Swaziland,781,32.3,110185
25486,1914,africa,Uganda,730,25.3,2866179
25487,1914,europe,Switzerland,10559,55.13,3897000
25488,1914,asia,Syria,1663,31.1,2023181
25489,1914,asia,Tajikistan,1238,29.44,1102008
25490,1914,asia,Thailand,1375,30.4,8822000
25491,1914,asia,Timor-Leste,652,28.95,387193
25492,1914,asia,Tonga,922,28.2,23583
25493,1914,asia,Northern Mariana Islands,,,5712
25494,1914,africa,Tunisia,1148,28.8,1902383
25495,1914,europe,Turkey,2088,27,14883727
25496,1914,asia,Niue,,,4606
25497,1914,asia,Turkmenistan,2303,27.66,870234
25498,1914,asia,Tuvalu,997,,4225
25499,1914,asia,United Arab Emirates,2298,30.7,51425
25500,1914,asia,Cocos Island,,,200
25501,1914,americas,United States,7981,54.6,99505000
25502,1914,americas,Venezuela,1438,32.2,2899000
25503,1914,asia,Yemen,1211,23.39,3308344
25504,1914,africa,Zimbabwe,997,33.7,2124288
25505,1914,asia,French Polynesia,,25.6,33095
25506,1914,asia,Guam,,27.5,12763
25507,1914,americas,Martinique,,30.15,169640
25508,1914,americas,Netherlands Antilles,,34.41,85495
25509,1914,africa,Reunion,,33,188930
25510,1914,americas,Virgin Islands (U.S.),,33.4,26495
25511,1914,europe,Akrotiri and Dhekelia,,,8275
25512,1914,europe,Liechtenstein,,,10832
25513,1914,europe,Åland,,,20991
25514,1914,americas,British Virgin Islands,,,5445
25515,1914,europe,Czechoslovakia,,,13206669
25516,1914,africa,Eritrea and Ethiopia,,,12668509
25517,1914,europe,Faeroe Islands,,,24933
25518,1914,europe,Gibraltar,,,16743
25519,1914,asia,Norfolk Island,,,1521
25520,1914,europe,Jersey,,,44974
25521,1914,europe,Kosovo,,,874798
25522,1914,asia,North Yemen (former),,,3350650
25523,1914,europe,Serbia and Montenegro,,,5182934
25524,1914,asia,South Yemen (former),,,1037419
25525,1914,americas,St. Barthélemy,,,2429
25526,1914,africa,St. Helena,,,3559
25527,1914,americas,St. Martin,,,12572
25528,1914,europe,Svalbard,,,645
25529,1914,asia,United Korea (former),,,15769731
25530,1914,europe,USSR,,,155964580
25531,1914,asia,Wallis et Futuna,,,5877
25532,1914,europe,Yugoslavia,,,13416648
25533,1913,asia,"Hong Kong, China",2114,34.9,487000
25534,1913,americas,Paraguay,2680,35.5,594000
25535,1913,asia,Papua New Guinea,751,31.5,1353934
25536,1913,americas,Panama,2423,32.9,348000
25537,1913,africa,Botswana,624,33.6,130157
25538,1913,asia,Palau,1153,,6180
25539,1913,africa,Zambia,872,32.6,852112
25540,1913,europe,Albania,1389,35.4,898000
25541,1913,europe,Norway,4864,58.32,2447000
25542,1913,asia,Palestine,1359,32.1,347528
25543,1913,asia,North Korea,596,24.98,4897000
25544,1913,asia,Oman,1597,32.3,444000
25545,1913,europe,West Germany,,,37843000
25546,1913,africa,Nigeria,1347,30.4,18004912
25547,1913,americas,Dominica,1244,,34580
25548,1913,asia,New Zealand,8625,53.24,1122000
25549,1913,europe,Estonia,2398,48.2,784142
25550,1913,asia,Nepal,903,32.8,5639000
25551,1913,asia,Nauru,869,,2579
25552,1913,africa,Namibia,2170,32.4,229000
25553,1913,africa,Mozambique,417,30.28,4679940
25554,1913,africa,Morocco,853,33.1,5111000
25555,1913,asia,Mongolia,695,31.8,725000
25556,1913,europe,Monaco,5893,,15292
25557,1913,asia,Solomon Islands,505,25.1,86675
25558,1913,americas,Mexico,2389,28.71,14970000
25559,1913,europe,France,5373,51.35,41463000
25560,1913,europe,"Macedonia, FYR",1697,36.1,888058
25561,1913,asia,Kiribati,609,24.9,23435
25562,1913,europe,Ukraine,1952,41.78,26494223
25563,1913,africa,Mauritania,829,32,563442
25564,1913,asia,Pitcairn,,,81
25565,1913,asia,Marshall Islands,578,,10346
25566,1913,europe,Malta,1838,48.08,245330
25567,1913,africa,Mali,624,26.41,3300260
25568,1913,asia,Maldives,837,32.65,71595
25569,1913,europe,Azerbaijan,1782,34.78,2063272
25570,1913,africa,Madagascar,900,30.5,3173032
25571,1913,asia,"Macao, China",1364,34.7,78317
25572,1913,africa,Libya,3291,33.1,855581
25573,1913,asia,Lebanon,2414,29.7,649000
25574,1913,europe,Latvia,1921,50.26,1387494
25575,1913,asia,Lao,1082,31.9,1387000
25576,1913,africa,Liberia,1026,31.1,672553
25577,1913,europe,Lithuania,3248,46.28,1828188
25578,1913,africa,Comoros,781,32.1,116927
25579,1913,europe,Luxembourg,4373,50.24,232664
25580,1913,africa,Kenya,1303,25.5,2574000
25581,1913,asia,Kazakhstan,2915,31.81,4778628
25582,1913,asia,Jordan,1693,31.7,348000
25583,1913,africa,Chad,657,30.9,1432000
25584,1913,americas,Colombia,1504,32,5195000
25585,1913,americas,Jamaica,1050,37.5,837000
25586,1913,americas,Anguilla,,,3933
25587,1913,europe,Italy,4720,48.46,37248000
25588,1913,europe,Ireland,4599,54.31,3092327
25589,1913,asia,Iraq,1675,31.2,2613000
25590,1913,asia,Iran,1461,25.6,10994000
25591,1913,asia,Indonesia,1411,30,47277131
25592,1913,asia,Japan,2100,40.53,51672000
25593,1913,europe,Iceland,3305,58.95,112431
25594,1913,europe,Hungary,3652,40.45,7840000
25595,1913,asia,Kyrgyz Republic,1152,29.55,1240766
25596,1913,americas,Haiti,1636,29,1891000
25597,1913,africa,Togo,1072,31.3,1008601
25598,1913,africa,Sierra Leone,1153,25.1,1479765
25599,1913,europe,Czech Republic,4807,46,7752373
25600,1913,americas,Uruguay,8520,32.9,1177000
25601,1913,americas,Turks and Caicos Islands,913,,5580
25602,1913,africa,Guinea,546,30.67,2232939
25603,1913,americas,St. Lucia,1190,28.01,49586
25604,1913,europe,San Marino,2864,,10050
25605,1913,americas,Guatemala,1831,25.82,1574639
25606,1913,europe,Moldova,1413,33.15,1668687
25607,1913,americas,Grenada,1426,37.3,66799
25608,1913,europe,Bosnia and Herzegovina,1196,35.1,1924326
25609,1913,europe,Finland,3536,49.05,3027000
25610,1913,africa,Algeria,2096,29.66,5497000
25611,1913,africa,Egypt,1418,33,12144000
25612,1913,americas,Guyana,2278,31.82,315088
25613,1913,europe,Cyprus,2569,46.97,281030
25614,1913,asia,Brunei,2078,30.61,22747
25615,1913,asia,Christmas Island,,,623
25616,1913,africa,Tanzania,723,32.2,4194122
25617,1913,americas,Cuba,3361,35.86,2431000
25618,1913,africa,Burundi,464,31.5,1845245
25619,1913,americas,Bolivia,2065,33,1881000
25620,1913,africa,Cote d'Ivoire,1277,31.16,2046119
25621,1913,asia,Cook Is,,,8740
25622,1913,africa,Mauritius,1477,27.83,370389
25623,1913,americas,Canada,7423,53.41,7852000
25624,1913,africa,Cameroon,984,28.75,2451252
25625,1913,asia,Fiji,1079,26.1,143246
25626,1913,asia,Bhutan,758,28.8,140877
25627,1913,africa,Cape Verde,789,33.8,127926
25628,1913,americas,St. Vincent and the Grenadines,1572,25.99,42393
25629,1913,europe,Romania,3210,35.7,12527000
25630,1913,africa,Benin,937,31,1573387
25631,1913,asia,Bahrain,2722,30.3,81882
25632,1913,asia,Israel,1130,32,439694
25633,1913,americas,Bermuda,2303,,19196
25634,1913,asia,Malaysia,1522,30.6,3084000
25635,1913,europe,Germany,5692,50.18,65058000
25636,1913,americas,Barbados,1714,32.12,168890
25637,1913,africa,South Africa,4940,33.5,6153000
25638,1913,europe,Belarus,1444,44.15,5519134
25639,1913,africa,Central African Republic,666,30,747300
25640,1913,africa,Ethiopia,541,29.7,10941548
25641,1913,americas,Belize,1086,28.19,40953
25642,1913,africa,Gambia,885,28.8,206133
25643,1913,asia,India,1320,23.53,251906000
25644,1913,americas,Argentina,8233,45.12,7653000
25645,1913,asia,"Micronesia, Fed. Sts.",555,26.7,26463
25646,1913,africa,Seychelles,1238,48.28,23387
25647,1913,americas,El Salvador,2133,28.7,1008000
25648,1913,europe,Austria,6984,46.24,6767000
25649,1913,asia,Philippines,1656,30.9,8169551
25650,1913,europe,Bulgaria,2567,43.88,4720000
25651,1913,americas,Guadeloupe,,27.66,159972
25652,1913,europe,Guernsey,,,35658
25653,1913,asia,Qatar,2657,30.8,17897
25654,1913,europe,Andorra,3726,,4868
25655,1913,africa,Burkina Faso,534,29.2,3274144
25656,1913,americas,Peru,2690,35.7,4295000
25657,1913,asia,Afghanistan,829,27.05,5730000
25658,1913,africa,Gabon,418,30.6,344243
25659,1913,europe,Montenegro,2601,35.4,287544
25660,1913,americas,Brazil,1598,31.98,23660000
25661,1913,europe,Jersey,,,44683
25662,1913,europe,Belgium,7811,52.51,7666000
25663,1913,africa,Angola,1014,26.98,3073886
25664,1913,europe,Russia,3658,33.34,73092101
25665,1913,africa,Mayotte,,32.5,12724
25666,1913,europe,Armenia,1020,39.61,965685
25667,1913,asia,Sri Lanka,2029,31.95,4811000
25668,1913,americas,Aruba,1562,34.42,31368
25669,1913,europe,Sweden,4836,58.68,5620456
25670,1913,europe,Greenland,1063,33.91,17926
25671,1913,americas,Cayman Islands,1949,,5539
25672,1913,europe,Serbia excluding Kosovo,,,4099102
25673,1913,asia,Bangladesh,1118,22.69,31786000
25674,1913,americas,St.-Pierre-et-Miquelon,,,3497
25675,1913,asia,Australia,8579,56.81,4821000
25676,1913,africa,"Congo, Dem. Rep.",773,31.6,9542700
25677,1913,africa,Lesotho,419,32.8,555817
25678,1913,asia,American Samoa,,,7396
25679,1913,asia,South Yemen (former),,,1030477
25680,1913,europe,Netherlands,7229,57.37,6164000
25681,1913,americas,Bahamas,2711,35.18,55387
25682,1913,africa,Ghana,1190,28,2043000
25683,1913,americas,Honduras,2217,33.9,660000
25684,1913,americas,Chile,4471,31.96,3430640
25685,1913,asia,China,936,32,437140001
25686,1913,americas,Trinidad and Tobago,2043,38.8,352000
25687,1913,africa,Guinea-Bissau,840,32,405086
25688,1913,americas,Montserrat,,,12000
25689,1913,asia,Kuwait,2657,26,103226
25690,1913,asia,Vanuatu,805,24.3,40899
25691,1913,americas,Antigua and Barbuda,1420,33.54,31590
25692,1913,africa,Malawi,356,30.3,1012508
25693,1913,africa,"Congo, Rep.",791,32.7,617532
25694,1913,europe,Denmark,7292,58.93,2983000
25695,1913,africa,Niger,701,30.8,2027495
25696,1913,americas,Costa Rica,2197,35.1,372000
25697,1913,europe,Croatia,3312,36.1,2781180
25698,1913,asia,New Caledonia,,26,51777
25699,1913,americas,Ecuador,1035,32.9,1689000
25700,1913,americas,Nicaragua,2619,25.4,681752
25701,1913,europe,Greece,3530,42.79,5425000
25702,1913,asia,Tokelau,,,517
