LIMIT_BAL_US,SEX,EDUCATION,MARRIAGE,AGE,PAY_SCORE_AVG,BILL_AVG_US,PAY_AMT_AVG_US,PAY_TO_BILL,CREDIT_UTILIZATION,DEFAULT_PAYMENT_NEXT_MO
3628.571429,1,2,1,28,-1.67,60.47619048,0,0.00,0.1,0
1814.285714,1,3,2,49,0.33,1034.221476,47.18957143,0.05,0.52232,1
7982.857143,1,1,1,47,0.00,2508.370952,93.74414286,0.04,0.3873818182,0
5442.857143,2,3,2,43,-2.00,209.4471905,225.9269524,1.08,0.01081333333,0
725.7142857,1,1,2,28,-1.00,258.3724286,380.5343333,1.47,0,0
5805.714286,2,2,1,39,-0.17,427.1554286,0,0.00,0.25445,0
1814.285714,1,1,2,28,-0.50,780.9350952,134.5474286,0.17,0.88952,0
4717.142857,2,3,1,40,-1.33,620.7880952,0,0.00,0.7896153846,0
725.7142857,1,2,2,36,-0.33,506.0889524,84.66666667,0.17,0.7599,1
7257.142857,2,2,1,34,-2.00,313.4541429,164.4529048,0.52,0.14242,0
725.7142857,2,1,2,22,-2.00,15.25814286,14.73804762,0.97,0.02415,0
10885.71429,2,1,1,39,-1.17,14.82271429,7.976809524,0.54,0.00378,0
4354.285714,2,1,2,25,0.33,3471.708286,149.3761905,0.04,0.8764083333,1
13062.85714,2,1,2,27,-0.67,2105.152,1455.583286,0.69,0.002636111111,0
5080,1,1,3,59,0.00,3608.735238,222.0262381,0.06,1.0082,0
7620,2,2,2,25,0.00,2646.359476,216.5047619,0.08,0.378347619,1
7257.142857,1,1,2,30,-2.00,0,0,1.00,0,0
4717.142857,2,1,2,28,0.00,994.1439048,50.419,0.05,0.2406384615,1
8708.571429,2,2,1,48,-1.67,0.6108095238,0,0.00,0.0004208333333,1
2902.857143,1,3,1,65,-0.50,352.3887143,57.76685714,0.16,0.3130375,0
18142.85714,2,1,2,36,-1.50,0,0,1.00,0,1
11611.42857,1,1,1,46,2.50,11859.71962,247.7407143,0.02,1.06000625,1
7620,2,1,2,56,-1.00,1373.855762,30.23809524,0.02,0.9697761905,0
7257.142857,2,2,1,42,-2.00,0,0,1.00,0,1
1814.285714,1,1,2,37,0.67,708.4967143,91.48838095,0.13,0.23066,0
12337.14286,2,1,1,38,-0.67,305.6829524,207.1672381,0.68,0.01293235294,0
8708.571429,1,2,1,62,-0.17,94.27633333,48.55633333,0.52,0.007920833333,0
8708.571429,2,1,2,28,0.00,1019.876524,106.7828095,0.10,0.194775,0
1814.285714,1,2,1,40,0.00,1121.736571,173.0586667,0.15,0.60422,0
1814.285714,1,3,1,55,1.00,624.7855714,60.62133333,0.10,0.38112,0
725.7142857,2,2,2,45,0.83,133.6100476,12.68790476,0.09,0.67605,1
18505.71429,1,1,1,35,-1.00,656.4750952,661.367619,1.01,0,0
7982.857143,2,1,2,25,-0.83,30.14738095,74.61552381,2.48,0,0
7982.857143,2,2,2,30,-0.67,400.8966667,293.751,0.73,0.002709090909,0
2177.142857,1,1,2,37,0.00,1140.139476,47.09885714,0.04,0.7062,0
1451.428571,2,2,2,26,2.00,340.6442381,48.98571429,0.14,0.14195,1
1814.285714,1,1,2,64,0.00,779.5562381,30.08690476,0.04,0.92702,0
13062.85714,2,1,1,46,-0.33,32.27009524,14.8892381,0.46,0.001666666667,1
4354.285714,1,1,1,51,-0.83,5.938761905,21.03361905,3.54,0,1
725.7142857,1,3,2,23,-0.17,580.087619,140.8490476,0.24,0.8505,0
1088.571429,1,2,1,33,-1.00,422.8132381,114.9047619,0.27,1.1638,0
3991.428571,2,1,2,29,-1.00,12.37342857,14.28447619,1.15,0.002872727273,0
6168.571429,2,2,2,31,0.00,4069.037667,126.0989048,0.03,0.9763941176,0
6531.428571,1,2,1,48,-0.50,11.11552381,0,0.00,0.005105555556,0
1814.285714,2,2,2,23,1.17,1485.930238,52.61428571,0.04,0.85172,0
6531.428571,2,1,2,28,-1.00,457.0306667,293.0071429,0.64,0.2656388889,0
2902.857143,2,2,1,50,-0.33,559.7918095,114.7414762,0.20,0.707525,0
725.7142857,2,1,1,34,0.00,377.825,96.76190476,0.26,0.2524,0
1088.571429,2,3,1,57,0.00,553.163619,38.52938095,0.07,0.5926333333,0
2902.857143,1,2,2,28,-0.33,1940.124571,531.9001905,0.27,0.129925,0
7257.142857,1,1,1,53,-1.17,69.86814286,113.840381,1.63,0.002565,0
4354.285714,2,2,1,42,0.00,4079.542381,155.829,0.04,0.9754916667,0
5805.714286,2,5,1,52,0.00,5047.403333,139.2887619,0.03,1.2664875,0
18142.85714,2,1,1,44,-0.50,842.2881905,433.2332857,0.51,0.000602,0
1814.285714,2,2,2,22,0.33,1225.967286,72.78914286,0.06,0.9135,0
1814.285714,2,2,1,39,0.00,1344.669952,60.47619048,0.04,0.87448,0
7257.142857,1,1,2,41,0.33,774.7362857,114.9047619,0.15,0.1236,0
1088.571429,1,2,2,25,0.33,341.7751429,35.06409524,0.10,0.2432666667,1
6894.285714,2,2,1,33,-1.50,-105.8333333,0,0.00,-0.01315789474,0
4354.285714,2,2,1,41,0.17,390.2407619,174.4677619,0.45,0.1232666667,0
1088.571429,2,3,2,39,0.00,607.9852857,199.0271429,0.33,0.9260666667,0
1088.571429,2,3,2,27,-0.50,275.7835238,111.554381,0.40,0.1778,0
11248.57143,1,1,2,33,0.33,1575.622476,66.52380952,0.04,0.1523354839,0
1088.571429,2,2,1,31,0.00,921.0705238,43.97828571,0.05,0.9468333333,1
15965.71429,1,1,2,52,0.33,15274.80405,830.0901429,0.05,0.9650136364,1
1814.285714,2,1,2,27,2.17,1276.023429,53.82380952,0.04,0.66404,1
2540,1,2,2,38,-0.17,1264.762762,306.0941905,0.24,1.022657143,0
9434.285714,2,1,2,31,0.00,4373.734857,176.8928571,0.04,0.6957346154,0
11611.42857,1,1,1,46,-0.50,1444.364952,993.1158095,0.69,0.0338625,0
7620,2,2,1,34,0.00,3284.480048,115.521619,0.04,0.6121571429,0
10160,2,1,1,29,0.00,2193.864524,96.266,0.04,0.2082428571,0
5080,1,1,2,32,0.00,2739.644,205.7944286,0.08,0.5983428571,0
725.7142857,2,3,2,22,0.00,486.3011429,28.17585714,0.06,0.7109,0
12337.14286,1,1,2,25,-0.17,8081.899,214.1159524,0.03,0.7050441176,1
2540,2,3,3,39,-0.33,606.092381,170.2404762,0.28,0.4892,0
4354.285714,2,1,1,50,-0.83,102.4466667,103.7771429,1.01,-0.0009166666667,0
2177.142857,2,2,2,24,0.00,1427.625143,63.2157619,0.04,0.96285,0
1088.571429,1,3,2,29,0.00,892.3564286,44.81285714,0.05,0.9515666667,0
1088.571429,1,2,2,29,0.00,411.9759048,59.055,0.14,0.4058,0
2902.857143,1,1,1,25,0.67,1852.482476,73.47857143,0.04,0.605875,1
1814.285714,1,2,1,49,0.00,698.8749524,50.66090476,0.07,0.57576,0
3628.571429,1,3,2,37,0.00,509.0280952,135.206619,0.27,0.20116,0
2177.142857,1,2,1,35,-0.17,1604.862714,115.0378095,0.07,1.002166667,0
362.8571429,2,2,2,23,2.50,140.2261429,6.047619048,0.04,0.4205,1
10160,2,1,1,41,-1.17,304.0440476,407.210381,1.34,0.003353571429,0
9071.428571,2,3,2,47,-2.00,242.1345714,197.9627619,0.82,0.029452,0
1451.428571,1,2,1,48,-0.67,34.16904762,25.66004762,0.75,0.0418,0
1088.571429,2,1,2,25,1.17,1026.250714,39.4002381,0.04,0.9876,0
1814.285714,1,1,1,57,0.00,665.7279524,31.2722381,0.05,0.85248,0
2540,2,3,2,29,-0.17,1975.817619,369.4248571,0.19,1.011142857,0
4717.142857,2,2,1,28,0.00,2587.90319,219.3169048,0.08,0.6685692308,0
2177.142857,2,2,2,24,0.00,1439.659905,58.10552381,0.04,1.013983333,0
7257.142857,2,2,1,29,0.00,2709.593381,96.76190476,0.04,0.40784,0
3628.571429,2,1,2,33,0.33,3254.344762,144.6892857,0.04,0.90825,0
6894.285714,2,2,2,30,0.00,6307.787619,227.3904762,0.04,1.024863158,1
725.7142857,1,3,1,36,5.50,825.5060476,0,0.00,1.2083,1
8345.714286,1,1,2,42,-2.00,13.78857143,13.78857143,1.00,0.001652173913,1
3265.714286,2,2,2,26,0.33,2414.384905,83.70509524,0.03,0.9729,0
8708.571429,2,1,2,29,0.00,7627.281333,393.0952381,0.05,0.7960791667,0
725.7142857,2,2,2,23,0.33,523.2762857,46.56666667,0.09,0.59975,1
725.7142857,2,3,2,22,0.33,418.8822857,7.638142857,0.02,0.96965,1
1814.285714,2,1,2,24,0.00,160.9936667,25.54514286,0.16,0.05514,0
8345.714286,2,2,2,40,0.00,2434.172714,165.0395238,0.07,0.3162695652,0
15602.85714,2,2,1,41,-2.00,356.1261429,251.508381,0.71,0.006581395349,0
1814.285714,1,2,1,34,0.00,1189.385238,140.0386667,0.12,0.97952,0
8345.714286,1,2,2,32,0.00,4426.851095,187.706,0.04,0.6232391304,0
8708.571429,2,5,2,36,-0.50,17.91304762,13.03261905,0.73,-0.0009791666667,0
4354.285714,2,1,2,30,-0.50,4.989285714,1.995714286,0.40,0.00275,1
10160,2,2,1,26,0.00,6336.616619,254.7922381,0.04,0.9159107143,0
18142.85714,1,1,2,29,-1.00,684.7416667,735.3239524,1.07,0.017796,0
9434.285714,1,2,1,53,-2.00,-0.03628571429,0,0.00,-0.000003846153846,0
5080,2,1,2,31,-1.00,27.09938095,23.96066667,0.88,0.005192857143,0
11248.57143,2,3,2,28,0.00,5109.881286,321.388619,0.06,0.7124032258,0
1814.285714,2,3,1,36,1.33,1390.988667,42.50871429,0.03,0.91114,0
1814.285714,2,3,1,35,0.00,1061.72,64.38295238,0.06,0.97658,0
1088.571429,2,3,2,29,1.67,632.5567619,39.30952381,0.06,0.5023333333,1
7257.142857,1,1,1,43,0.33,5368.308143,276.3761905,0.05,0.711455,0
2902.857143,2,3,2,33,-0.33,2437.631952,673.3963333,0.28,0.91415,0
11248.57143,2,3,2,36,-1.00,132.7815238,122.5429048,0.92,0.02026451613,0
7982.857143,2,2,2,26,-0.17,3629.436238,1585.806667,0.44,0.2601,0
2902.857143,2,2,2,26,-1.00,245.9687619,28.27261905,0.11,0.4499625,0
18142.85714,2,1,2,38,0.00,1804.276905,235.8813333,0.13,0.112394,0
3628.571429,2,1,1,37,0.00,2668.415143,105.5067619,0.04,0.70113,0
7257.142857,1,1,1,37,-1.00,77.91752381,53.51538095,0.69,0.02026,1
725.7142857,1,2,2,39,-0.67,181.2471429,19.177,0.11,0.43995,0
725.7142857,2,2,1,28,0.00,1732.358619,100.6565714,0.06,3.7255,0
2902.857143,1,2,2,38,0.00,2087.402238,178.8039048,0.09,0.6851125,0
3991.428571,1,2,2,29,-1.33,249.7666667,0,0.00,0.3754545455,0
3628.571429,1,2,1,38,0.00,3540.391095,142.1190476,0.04,0.9966,0
14514.28571,1,5,1,30,-0.83,38.96480952,86.73495238,2.23,0.0086075,0
11611.42857,1,1,1,40,-1.00,15.60285714,15.60285714,1.00,0.00134375,0
6531.428571,1,2,2,28,0.00,4424.419952,154.1598571,0.03,0.7727611111,0
6531.428571,2,2,2,27,0.33,177.9451429,18.20333333,0.10,0.02955,0
1088.571429,2,2,2,22,0.00,873.808381,43.16790476,0.05,1.0041,1
1088.571429,1,2,2,35,2.00,509.7719524,20.14461905,0.04,0.4773333333,1
8708.571429,2,1,2,42,0.00,8032.72581,498.1544762,0.06,0.9921125,0
3628.571429,2,1,2,24,0.33,2569.246286,112.7094762,0.04,0.76831,0
3265.714286,1,2,1,50,0.00,2095.808429,55.93442857,0.03,0.9471222222,0
725.7142857,1,2,1,22,0.00,599.7000476,19.85433333,0.03,0.9678,0
2177.142857,1,2,2,28,1.33,1487.895714,64.1652381,0.04,0.6298,1
3265.714286,1,3,1,38,1.00,903.3630952,35.03385714,0.04,0.3197111111,0
2902.857143,2,2,1,40,-0.83,135.255,117.7531905,0.87,0.0642875,0
18142.85714,2,1,1,34,0.00,3562.458857,490.298619,0.14,0.348492,0
15602.85714,1,1,2,34,-0.17,5264.627762,2579.37,0.49,0.1906116279,0
4717.142857,1,1,2,27,-1.00,12.30085714,12.30085714,1.00,0.002607692308,0
18142.85714,2,2,1,66,-1.00,2037.170714,2014.685667,0.99,0.007436,0
12700,2,2,1,38,-1.00,183.6722381,192.6529524,1.05,0.0008057142857,0
11611.42857,1,1,2,34,-1.00,107.9379048,122.2828571,1.13,0.002325,0
5805.714286,2,2,2,24,0.00,5454.202476,220.1333333,0.04,0.8888375,0
3991.428571,1,1,2,25,0.67,3262.47881,150.2712381,0.05,0.9989727273,1
2177.142857,2,3,3,53,0.00,1398.989667,48.59866667,0.03,0.9600833333,0
9434.285714,2,4,2,33,0.00,948.484381,134.3901905,0.14,0.07098846154,0
1814.285714,1,1,1,47,0.00,1898.922143,75.28680952,0.04,0.991,0
9797.142857,1,2,2,44,0.00,8977.22481,341.1280476,0.04,1.017074074,0
7620,1,1,1,52,-0.50,924.1729524,296.750619,0.32,0.2139666667,0
725.7142857,2,2,1,29,1.67,692.8273333,39.91428571,0.06,0.8098,0
1088.571429,2,2,2,49,2.00,1083.570048,43.13161905,0.04,0.9619666667,0
18142.85714,2,1,1,56,-1.00,383.6730476,408.6497143,1.07,0.001762,0
13062.85714,2,1,2,31,-0.67,278.0695238,146.05,0.53,0.06805555556,0
3265.714286,1,2,2,30,-1.00,94.996,81.82428571,0.86,0.02921111111,0
362.8571429,2,2,2,28,-0.17,257.0298571,40.132,0.16,0.7797,0
7257.142857,2,2,2,36,0.00,3208.195381,121.3817619,0.04,0.469315,0
2177.142857,1,2,2,37,-1.00,-3.422952381,17.84047619,-5.21,-0.006516666667,0
2902.857143,1,2,1,40,-0.50,312.9521905,187.2161429,0.60,0.072625,0
18142.85714,1,1,2,32,-0.50,755.5653333,462.7638095,0.61,0.022172,0
1814.285714,1,2,1,21,-0.17,1760.280476,62.38119048,0.04,0.9457,0
1814.285714,2,2,2,24,0.00,1253.030381,51.01771429,0.04,0.90808,0
7257.142857,2,1,2,30,-1.00,886.127381,863.9930952,0.98,0.0226,0
17054.28571,1,2,1,45,0.00,7891.719524,355.5334762,0.05,0.6239595745,0
6531.428571,2,3,1,41,-1.00,241.1004286,227.9226667,0.95,0.03384444444,0
8708.571429,1,2,1,33,-0.17,409.7866667,47.88504762,0.12,0.09785833333,0
7257.142857,1,1,1,30,2.00,90.71428571,0,0.00,0.0125,1
725.7142857,1,2,2,40,5.50,708.787,0.4233333333,0.00,1.03765,1
2902.857143,2,2,2,32,0.33,510.8786667,34.84638095,0.07,0.14465,1
1088.571429,1,2,2,54,1.33,385.7655238,42.33333333,0.11,0.3522666667,0
7257.142857,2,1,2,35,-0.83,44.12342857,19.59428571,0.44,0.00408,0
3628.571429,2,2,1,38,0.50,1741.968286,300.9295238,0.17,0.66459,0
2540,2,3,1,30,2.00,2134.489,87.69047619,0.04,0.8064,1
5080,1,2,1,30,-1.50,0,0,1.00,0,0
1088.571429,2,2,1,27,2.67,1038.793476,53.21904762,0.05,0.8882666667,0
3628.571429,2,2,2,27,0.33,3556.40519,132.4670476,0.04,0.96191,1
2177.142857,1,2,2,38,0.00,1490.949762,59.8472381,0.04,0.7030666667,0
1814.285714,2,1,2,23,-0.50,152.5814286,129.618619,0.85,0.1645,0
4354.285714,2,1,1,35,-2.00,0.9071428571,6.79752381,7.49,0,0
1814.285714,1,3,2,23,-0.67,412.8588571,126.0686667,0.31,0.85642,0
10885.71429,1,2,2,28,0.00,10624.58414,400.2314286,0.04,0.9783266667,0
13062.85714,2,1,1,36,-0.83,141.9920476,300.5908571,2.12,0.006863888889,0
1451.428571,2,2,1,36,0.00,973.4973333,69.54761905,0.07,0.60575,0
6894.285714,2,2,2,40,-1.50,223.9675238,116.3622381,0.52,0.09607894737,0
1088.571429,2,1,2,23,0.00,686.5740952,200.5027619,0.29,0.4764666667,0
10160,2,3,2,47,0.50,53.9447619,69.57180952,1.29,0.0064,1
1088.571429,2,2,2,23,0.00,964.7222381,81.46747619,0.08,0.8429,0
18142.85714,2,1,1,32,-0.67,6411.963905,1951.173571,0.30,0.370838,0
9434.285714,2,1,2,32,-0.83,116.0659048,98.4552381,0.85,0.006515384615,0
2177.142857,2,2,1,46,0.00,795.2014286,48.38095238,0.06,0.3391833333,0
2540,2,3,1,36,0.33,1124.288667,49.61466667,0.04,0.4074,1
1088.571429,1,2,2,27,1.67,987.2859048,78.61904762,0.08,0.8488333333,0
10885.71429,1,3,1,37,-1.00,120.9342381,98.23752381,0.81,0.01642,0
1088.571429,2,2,2,22,2.00,1005.198952,40.56742857,0.04,0.8721,0
1451.428571,1,3,2,43,5.33,87.08571429,0,0.00,0.06,1
2902.857143,1,1,2,25,0.00,2082.787905,123.395619,0.06,0.821675,0
1814.285714,1,1,2,35,0.00,849.9021429,72.08761905,0.08,0.96528,1
3265.714286,2,1,1,38,-0.67,478.7718571,309.499,0.65,0.02606666667,0
9434.285714,1,1,2,29,2.00,90.60542857,0,0.00,0.009603846154,1
3628.571429,2,1,1,58,1.83,1103.533238,90.71428571,0.08,0.27044,1
10160,1,1,2,34,-1.50,0,0,1.00,0,0
2902.857143,2,2,1,22,-0.67,296.4784762,15.41538095,0.05,0.2135875,0
5442.857143,2,2,2,27,0.00,5274.485381,179.8622381,0.03,0.9573066667,0
3265.714286,2,2,2,39,-0.67,278.8375714,349.679381,1.25,0.02908888889,0
4717.142857,2,1,1,33,0.00,352.3524286,119.3255714,0.34,0.08194615385,0
7620,1,2,2,36,-0.67,475.1251429,324.5938571,0.68,0.02614761905,0
15240,2,1,2,44,-0.17,93.68366667,38.33585714,0.41,0.001330952381,0
18142.85714,1,1,2,39,-0.33,2229.285429,507.7036667,0.23,0.256136,0
6531.428571,1,1,2,30,-1.17,1.161142857,36.28571429,31.25,-0.001127777778,1
5442.857143,2,2,1,36,0.33,5095.766143,207.0220952,0.04,0.9430666667,0
15965.71429,1,1,2,30,0.00,1818.86981,97.66904762,0.05,0.1153068182,0
1814.285714,1,1,2,27,0.00,1191.979667,38.15442857,0.03,0.98228,0
5080,1,2,1,29,-0.83,50.00171429,30.04457143,0.60,0.02357142857,1
5442.857143,1,1,2,29,0.00,3882.789143,181.4709048,0.05,0.79742,0
5442.857143,2,2,2,27,-0.17,8.986761905,5.52147619,0.61,0.00382,0
17417.14286,1,6,2,49,-2.00,43.38561905,0,0.00,0.01494583333,0
3628.571429,2,1,2,35,0.00,3045.889381,113.3263333,0.04,0.99031,0
11248.57143,2,1,2,33,0.00,2163.057952,260.047619,0.12,0.2317903226,0
10160,2,1,2,27,0.00,1483.728905,108.8571429,0.07,0.2005142857,0
2177.142857,1,2,2,51,-0.17,467.3781429,54.42857143,0.12,0.1717333333,1
5805.714286,2,1,2,31,-1.17,58.05109524,64.72161905,1.11,-0.00125,0
3265.714286,1,2,1,48,0.00,1825.01419,71.48890476,0.04,0.5740666667,0
1814.285714,2,1,2,28,-1.00,46.69366667,35.45114286,0.76,0.05852,0
7257.142857,2,2,1,26,0.00,1768.269381,77.40952381,0.04,0.227435,0
8708.571429,1,2,2,67,0.00,16541.75,2043.732381,0.12,2.1190875,0
7257.142857,2,1,1,32,-1.00,97.86257143,93.07285714,0.95,0.00423,0
3628.571429,2,2,2,23,-1.33,2704.211,544.3945714,0.20,1.01771,1
1814.285714,2,1,2,29,0.33,765.3745714,42.11561905,0.06,0.90734,1
8708.571429,2,1,2,30,-1.00,56.53314286,64.95747619,1.15,0.0072875,0
10885.71429,2,1,2,25,-0.33,127.0907143,67.53980952,0.53,-0.00001333333333,0
12700,2,3,1,43,-0.33,1048.076571,1007.194667,0.96,0.04029428571,0
1814.285714,2,3,1,26,0.50,1242.828048,45.96795238,0.04,0.96842,1
1814.285714,2,2,1,36,0.00,1223.118857,52.45704762,0.04,0.93602,0
1088.571429,2,2,2,25,2.00,927.8499048,44.14761905,0.05,0.8007333333,1
1814.285714,1,2,1,47,-2.00,34.48352381,293.291381,8.51,-0.0528,0
725.7142857,2,2,1,34,1.17,326.1964762,28.47219048,0.09,0.34135,1
9797.142857,2,2,2,30,0.00,8426.214143,336.247619,0.04,1.038648148,0
13788.57143,1,1,1,49,0.33,13814.33429,468.327619,0.03,1.002455263,1
362.8571429,2,2,2,22,3.00,294.4827619,5.660571429,0.02,0.8541,1
2902.857143,2,2,2,29,0.00,212.9245714,67.44304762,0.32,0.0985,0
8708.571429,2,2,1,35,2.00,1243.33,44.75238095,0.04,0.1352625,1
10160,2,1,2,35,0.00,5186.214333,166.1583333,0.03,0.755875,0
5805.714286,1,1,2,41,0.67,1712.262381,97.97142857,0.06,0.26789375,0
6531.428571,2,1,2,25,0.00,2749.70119,107.0428571,0.04,0.6244611111,0
1814.285714,2,2,1,35,0.33,188.7340952,38.03952381,0.20,0.0911,0
1814.285714,1,2,1,37,0.00,1077.026524,150.0232857,0.14,0.6621,0
725.7142857,1,2,2,22,1.17,522.302619,28.321,0.05,0.719,0
725.7142857,1,2,2,33,0.00,577.4629524,22.0677619,0.04,0.91785,0
5080,1,1,2,27,0.00,2000.104857,89.62571429,0.04,0.5162428571,0
13062.85714,1,2,2,28,-1.50,59.73838095,1082.687095,18.12,0,0
6531.428571,1,2,1,49,-1.00,405.2872381,243.1505714,0.60,0.1481111111,0
14151.42857,1,1,1,36,-1.67,157.6372381,164.0174762,1.04,0.01007948718,1
1088.571429,2,3,1,33,1.17,1226.735333,49.34857143,0.04,1.333166667,0
7620,2,1,1,35,-1.67,23.01119048,0,0.00,0.01811904762,0
725.7142857,1,2,2,24,0.33,320.2335238,36.28571429,0.11,0.3064,0
16328.57143,1,1,1,43,-0.67,6.047619048,0,0.00,0.002222222222,0
1814.285714,1,3,1,24,-1.50,0,0,1.00,0,0
1814.285714,1,3,2,46,0.50,1784.168571,59.98633333,0.03,0.9844,1
725.7142857,1,2,2,39,1.00,705.9385714,43.32514286,0.06,0.9759,1
7257.142857,2,1,2,39,-1.00,619.0584762,630.7182857,1.02,0.037375,0
8345.714286,2,1,2,27,0.00,1874.568381,65.70738095,0.04,0.3057695652,0
1814.285714,1,2,1,41,0.33,990.6302381,46.74204762,0.05,0.97916,1
1814.285714,2,2,2,26,1.33,1350.451476,39.75704762,0.03,0.89766,0
1814.285714,1,1,2,57,0.00,1279.525,46.29452381,0.04,1.02204,0
725.7142857,1,2,2,23,0.67,535.8371905,55.81347619,0.10,0.49055,0
1451.428571,1,1,1,47,2.00,470.3656667,42.33333333,0.09,0.2771,0
3628.571429,1,1,2,26,-1.00,50.31014286,46.88114286,0.93,0.00567,0
5442.857143,2,2,1,43,0.00,5192.987667,260.3318571,0.05,1.05896,0
8708.571429,1,1,1,36,0.67,624.0114762,44.75238095,0.07,0.0606625,0
13062.85714,1,2,1,37,-1.00,49.22157143,35.49347619,0.72,-0.00001388888889,0
4717.142857,1,1,2,43,0.00,4236.006381,165.1,0.04,1.006723077,0
1814.285714,2,2,2,23,0.67,537.7421905,75.47428571,0.14,0.21174,0
5805.714286,1,2,1,60,0.00,728.3329048,38.14233333,0.05,0.11285,0
12337.14286,2,2,1,32,0.00,1602.879095,474.1151905,0.30,0.1006705882,0
725.7142857,1,3,2,23,-0.50,81.28,73.17619048,0.90,0.11655,1
2177.142857,1,3,2,52,0.00,883.744619,63.5,0.07,0.3743333333,0
7982.857143,2,2,1,35,0.00,7234.615476,286.052381,0.04,1.014318182,0
10160,2,1,1,32,-0.67,335.9089524,268.7682857,0.80,0.004571428571,1
2177.142857,1,2,1,30,0.00,1777.679476,58.69819048,0.03,0.982,0
8345.714286,1,1,1,42,0.33,4402.249381,124.5507143,0.03,0.965473913,1
4354.285714,2,3,0,41,-1.00,33.45542857,18.92904762,0.57,0.02755833333,0
8708.571429,2,1,2,30,-0.50,495.7838095,206.0907619,0.42,0.001354166667,0
15240,2,1,1,29,-1.17,126.0444762,110.5262857,0.88,0.00719047619,0
8345.714286,2,2,2,31,-0.67,1276.616095,528.4228095,0.41,0.2082869565,0
1088.571429,2,1,2,26,0.33,692.833381,40.85771429,0.06,1.024633333,1
7620,2,2,1,30,0.00,4601.300714,192.9371905,0.04,0.6412571429,0
9071.428571,1,1,2,29,0.00,1970.084476,97.36666667,0.05,0.205072,0
2540,2,2,1,34,0.00,1969.697429,73.914,0.04,0.8293285714,0
725.7142857,2,2,2,43,0.00,702.9389524,152.6177143,0.22,1.0106,0
4717.142857,1,3,1,44,0.00,3777.633143,139.524619,0.04,0.9520769231,0
16691.42857,1,1,1,41,0.00,11707.13819,458.5909524,0.04,0.6999717391,0
6168.571429,2,2,2,29,-1.33,31.17547619,0,0.00,0.03032352941,0
7257.142857,1,2,2,31,-1.00,136.8394762,101.7632857,0.74,0.035895,0
2540,1,3,1,43,1.00,1428.417381,142.1190476,0.10,0.4542285714,1
7257.142857,2,1,1,32,-0.33,274.1506667,200.5753333,0.73,0.0011,1
725.7142857,2,2,2,30,-1.50,0,0,1.00,0,1
7257.142857,1,3,2,55,0.00,6251.532667,222.8426667,0.04,0.977535,0
9071.428571,1,2,2,45,0.33,8757.472476,333.423381,0.04,0.95004,1
1814.285714,1,2,1,34,0.00,769.2208571,55.33571429,0.07,0.75398,0
1088.571429,2,2,2,25,1.00,1041.901952,50.46738095,0.05,0.8554666667,0
1814.285714,1,1,1,44,-0.17,1271.469571,50.1952381,0.04,1.00808,0
3265.714286,1,3,1,45,0.00,563.6199524,35.50557143,0.06,0.1485111111,0
13062.85714,1,1,2,34,-0.67,15.11904762,0,0.00,0.006944444444,0
10522.85714,2,2,1,45,-0.67,15.30652381,22.34595238,1.46,0.0003275862069,0
6168.571429,1,1,2,24,0.33,4815.73719,166.5695714,0.03,0.9993117647,0
10522.85714,2,1,1,52,-0.67,1731.657095,816.6039524,0.47,0.1164310345,0
1088.571429,1,3,2,39,0.50,955.2093333,37.24728571,0.04,0.9311333333,1
9071.428571,2,1,1,25,-0.50,371.299619,346.2927143,0.93,0.019076,0
7620,1,3,2,32,0.00,3220.713952,134.668381,0.04,0.4978952381,0
13062.85714,2,1,1,30,-1.50,0,0,1.00,0,1
4354.285714,2,2,1,37,0.00,2266.429905,304.5883333,0.13,0.6519416667,0
6168.571429,1,1,2,28,-2.00,0,0,1.00,0,1
725.7142857,1,3,2,55,0.50,77.22204762,9.978571429,0.13,0.17065,0
2902.857143,1,2,1,25,0.00,2149.124238,70.0072381,0.03,0.9649875,0
7257.142857,2,2,1,43,-1.00,77.97195238,87.27319048,1.12,0.009375,0
5442.857143,2,1,2,32,0.67,1307.519429,57.64590476,0.04,0.23734,0
3991.428571,2,3,1,44,0.00,2107.129571,475.3912381,0.23,0.1213454545,1
6531.428571,2,2,2,26,-0.83,69.19685714,62.91338095,0.91,0.002166666667,0
18868.57143,2,3,1,41,-0.83,9557.645048,2875.552143,0.30,0.01408076923,0
725.7142857,1,3,1,44,1.33,527.7757143,37.79761905,0.07,0.6218,1
6531.428571,2,2,2,44,-1.00,264.6498571,263.1500476,0.99,0.04128888889,0
1088.571429,1,3,1,36,-0.83,30.226,20.6707619,0.68,0.04976666667,0
13788.57143,2,1,1,31,0.33,7685.169143,308.4285714,0.04,0.5944868421,0
5805.714286,2,1,2,42,-1.67,30.11714286,0,0.00,0.031125,0
7982.857143,1,1,2,32,-0.67,120.5109048,13.37733333,0.11,0.08052272727,0
9071.428571,1,1,2,29,0.00,3540.923286,160.2619048,0.05,0.497768,0
11974.28571,1,1,1,53,-0.67,91.33719048,110.0787619,1.21,-0.0009606060606,0
1814.285714,1,2,2,26,0.33,1217.337333,181.053619,0.15,0.49448,0
12337.14286,2,1,2,35,-0.33,1346.768476,882.3718095,0.66,0.001423529412,0
6531.428571,2,2,1,41,0.00,3539.502095,148.0094286,0.04,0.5551388889,0
1088.571429,1,1,2,35,0.00,978.5773333,38.43866667,0.04,0.8991333333,1
